Hectare,Shift,Date,Note Squirrel & Park Stories, Squirrel Experience or Squirrel Story, Park Experience or Census Taker Story, Dogs, Other Animals, Accidental Poems, Squirrels Acting Odd, Census Takers Recognized, Other
07F,PM,10122018,Squirrel #2 ate an acorn and observed me calmly. After about 3 minuted he/she climbed a tree about 3 feet high and perched upside down on the bark staring into space. Squirrel #3 was rapidly digging a hole. I didn’t spot any nuts.,true,,,,,,,
07F,AM,10082018,#NAME?,,,true,,,,,
07F,AM,10182018,Zero squirrels,,true,,,,,,
07G,AM,10102018,"Lots of cyclists, little dogs, many tourists speaking different languages. Plus raven (?) calls. Faint construction in background. East Dr. not that busy, handful of joggers. Lots of people walking work. Lawnmower going by around 9:11 a.m. Squirrels #6 and #7 seems smaller but probably not juvenile. They were standing up on two legs a lot while eating. Squirrel #8 also seems smaller. Tour group showing the statues. Squirrel #9 scratching with hind leg.",true,true,true,,,,,
07G,PM,10182018,Some kids started chasing Squirrel #1. It ran up a tree.,true,,,,,,,
07H,AM,10062018,"Kai smelled a squirrel up a tree.

Stopped to watch a bee gather nectar.

Found half-eaten acorns. Squirrel leftovers.

Squirrel party! Eight squirrels by a path. Woman taking photos. Two squirrels approached us, and Kai threw acorns to them that he collected. They were disinterested.

Kai threw an acorn and the squirrel jumped in the air and did a 180 while tucking is tail in!",true,true,,true,,,,
07H,PM,10062018,"Across from the Balto Statue there is a big oak tree. Squirrels #6 and #7 were “playing,” “wrestling.” Then they stopped and threw acorns on our heads! The Mad Bombers. Can hear music from all the way over from bandshell.",true,true,,,,,,
07H,AM,10202018,#NAME?,true,true,true,true,,,,
07I,AM,10122018,"* Construction of playground in process. (much noise) 
* No squirrels noted within construction area, including in the trees. 
* 5th Ave --> A lot of automobile traffic, noise 
* Many birds observed & heard --> NOT PIGEONS, other types (small birds)

NO SQUIRRELS! :( 

On my way to hectare 7-I, though, I came across a mother squirrel carrying her baby squirrel in her mouth. There was a brief confrontation (or so it appeared) between the mama squirrel & myself. I allowed her to cross in front of me and she went on her way.",true,true,,,,,,
08A,AM,10132018,"It's quiet. Too quiet.

Squirrels #3 and #4 tag and wrestling. Slightly large. 

Someone left their purple Harry Potter glasses on the playground.",true,true,,,,,,
08A,PM,10142018,"Three possible squirrel nests on acorn tree on southern corner of Central Park West and 68th St. One possible nest on bigger acorn tree on the northern corner, and there’s lots more acorns on the ground near this tree. Acorn trees in the playground area only had one possible nest and not many acorns in playground. I think they must be swept away so the kids can play.

Area is busy with people with their dogs and children. Lots of kids yelling, screaming as they play.

Family of squirrels in tree. Been staying 15 feet or more up in tree after seeing me. They are going through the acorn branches, eating acorns, and to their nest in this tree. Nest is about 30 feet above ground.",true,true,,,,,,
08B,PM,10122018,"Busy area. Road full of cyclists, walkers, runners, hot dog carts, moms with babies in strollers. Lots of people relaxing on benches. Cold today, people wearing jackets and scarves. Lots of parents and kids in Tots Playground.",true,,,,,,,
08B,PM,10202018,"We were surprised that there were no squirrels on the east side of West Drive, even though there were oak trees and lots of acorns.

Where we saw Squirrels #1 through #7, a man came and threw nuts for a couple of minutes.",true,,,,,,,
08B,AM,10182018,"Squirrels #1 and #2 are staying right outside a sprinkler. 

There must be birdseed on the ground. Lots of birds.",true,,,true,,,,Birds
08B,AM,10072018,"- Area includes Park Drive, which is very busy with bikes and runners.
- Dogs off leash playing.

Near 7th Regiment Memorial is very popular for squirrels and bird foraging.

- On Tots Playground, nine human children, nine human adults.

- No squirrel aro",,true,true,,,,,"Cyclists, Birds"
08C,PM,10202018,"Sheep Meadow — fairly busy with people sitting, playing frisbee, dogs on leashes. Engagement party/picnic.

Area next to it is smaller lawn/ quiet grove. Oak tree. Seemed like a perfect spot for squirrels, but we didn’t see any. Not even in the trees.",,,,,,,,
08C,AM,10072018,"It is of this author's opinion that no squirrel with half an acorn for brain would voluntarily live in the Mineral Springs Dog Park area. Perhaps due to redlining or other morally bankrupt housing policies, we may someday find a population forced to live here as the only option made available to them. The much more affluent Le Pain Quotidien district lies adjacent, in a stark – but all too familiar — juxtaposition of the privileged and the marginalized.",true,,,,,,,
08D,AM,10072018,"Morning glories on fence along path :) [arrow to last line, which says ""Couple taking engagement photos""]

Crossed paths w/ John 
Sheep Meadow closed, but was able to look through fence @ places esp. LPQ @ Mineral Springs 
No movement in clear green field of grass nor in trees along path edge.
[between the lines: ""Saw more in hectare 8E, etc.""]
Just got asked, ""Are you doing the squirrel census?"" T_T
And *I think* I heard a couple [between the lines: ""walking their dog""] mention it
Star Spangled Banner and a saxophonist heard from neighboring hectares",,true,,,,,,
08D,PM,10072018,"A boxer was also very interested in the squirrels near area with Squirrels #1, #2, and #4.",true,,true,,,,,
08E,PM,10082018,"To the north of the hectare is someone playing disco music for some rollerskaters + rollerbladers who seem to be having an afternoon dance party

For squirrels 1 + 3 a mom w/ a young toddler was trying to lure the squirrels closer by tossing snacks at them

Squirrels 5,6,7 were foraging + seemed to be playing together -- I was a little too far to hear if there were sounds

OVER --> 

As I'm leaving the hectare, 
Freedom by Aretha Franklin 
is playing - The drizzle 
has gotten stronger during 
the past 20 mis but 
the skate dance party is not
letting up",true,true,,,true,,,
08E,AM,10132018,"Saw people playing volleyball. 

Lots of dogs.",,true,true,,,,,
08F,PM,10122018,"Squirrel #1 is being photographed by 3 people while eating and watching calmly from a distance of about 4 feet. Squirrel #3 carried an acorn in his/her mouth several paces, dug a hole, and then buried it. Squirrel #7 made 5+ trips in a tree to gather leaves to build a nest. The nest currently looks to be about 1.5x1.5’ and made out of twigs and leaves. Squirrel #8 was eating an acorn in a tree, saw me, ran down onto the ground, and ran away.",true,,,,,,,
08F,AM,10142018,"There is a loud concert! Rap. Nelly’s “Hot in Here” was playing, which is ironic because it’s cold. It’s for breast cancer. Many people wearing pink. Unfortunately, cannot walk on the grass. Trees are spread out, it’s not a very foresty. I don’t see any fruits or nuts on ground. Saw an owl! Just looking and resting on a big branch. May also be why I saw no squirrels. It was flying around the area. Spotted around 9:25 a.m.",,true,,true,,,,
08G,AM,10172018,"I saw two incredibly vibrant Blue Jays

I'm seeing so few squirrels, feeling like a failure! 
Met French tourists looking to rent bikes. 

In 7-G, met two vendors asked it I was counting squirrels. They told me there were 7 squirrels that they feed & they sit on their tables. Tourists take photos, used to be 8. Hawk killed one. All named Charlie.",true,true,,true,,,,
08G,PM,10172018,"Drums! Next hectare over.

At 4:33 p.m., a gale came through. It blew down a vendor stand. A poster from the stand (wood or metal) hit a person walking and knocked him down. Everyone walking stopped to help the vendor pick up all his posters. It's hard to imagine squirrels out and about after that.",,true,,,,,,
08G,AM,10122018,"* Relatively quiet within this hectare but noise from outside (construction, honking, people speaking) can be heard.

* People biking, walking, and running along East Side Drive.

* Construction vehicle on East Side Drive.

Again, no squirrels! :( :(",,true,,,,,,
08H,AM,10102018,"Pretzel squirrel 
3-legged dog walked past -- then he spotted squirrel for me!",true,,true,,,,,
08H,AM,10172018,"The squirrels were indifferent to me and the other humans, but not to each other. When squirrel #2 came near squirrel #1, squirrel #1 chased #2 all soundlessly. They resolved their differences and were later in the same area without dispute. 
Similarly when squirrel #5 climbed a tree #6 descended chasing #5. Once both were on the ground and apart from one another there was peace. 
It was a morning for chasing as a dog on a long leash chased an off-leash dog who got away by jumping a fence.",true,,true,,,,,
08H,PM,10142018,"Lots of construction near one corner of hectare (by gazebo, bottom left). Whole bunch in that one section! Must be a good foraging zone ...",true,,,,,,,
08I,AM,10062018,Pigeons,,,,true,,,,Birds
08I,PM,10132018,Nest in elm on sidewalk between 68th and 69th.,true,,,,,,,
09A,PM,10102018,"There are a bazillion birds in the beautiful trees in this hectare as the sounds of their chirping is magical!

Gentleman walking his dogs along CPW also threw a whole handful of birdseed into park along wall ... lots of bird action!

Large area sectioned off from any kind of traffic; I assume for reseeding or just plain ""rest"" as it is almost completely devoid of grass or other vegetation besides the nine glorious trees ...

Yup! Just saw the sign: ""Lawn Closed for Renovation""",,true,,true,,,,
09A,AM,10132018,"5k going by
lots of dogs
getting much busier with
people and dogs",,true,true,,,,,
09B,AM,10102018,"One squirrel, #8, was almost silver in color — something I haven’t previously seen.",true,,,,,,,
09B,PM,10132018,We saw rats! By memorial,,,,true,,,,
09C,PM,10062018,"Can't help but sing, ""Ain't no hollaback squirrel"" to the tune of Gwen Stefani's song. 

THERE'S A ROLLER DISCO NEAR THIS HECTARE!

A guy actually stopped to smell some flowers. (heart)

Squirrels #2 and #3 were playing with each other. 

People dress really nicely for lawn bowling.

YES, HULA-HOOP DANCE PRACTICE!

Update: Oh no, someone appears to not be as committed to the routine.",true,true,,,,,,
09C,AM,10062018,This area needs 60-90 minutes --> 35-40 huge trees.,,true,,,,,,
09D,AM,10082018,"Too many dogs! More than nine. Many oak trees and acorns. Wonderful talk with woman walking dog — from Upper West side, went to Princeton University — discussed “orange“ squirrels, Ellie Kemper's new book. Tree trimming!",,true,true,,,,true,
